feature_name,method,category,library_path,description
tubulin_skeleton_branch_length_mean,code,morphology,code/tubulin_skeleton_branch_length_mean/extract.py,"Skeletons the tubulin network and calculates the mean length of branches. This quantifies the continuity of the microtubule network, which is disrupted by destabilizers."
cell_neighbor_adjacency_count,code,spatial,code/cell_neighbor_adjacency_count/extract.py,"Calculates the average number of immediate neighbors for each cell. This measures local cell crowding, which can influence morphology and drug response."
nucleus_compactness_mean,code,morphology,code/nucleus_compactness_mean/extract.py,"Computes the mean compactness (perimeter squared divided by area) of nuclei. This shape factor helps distinguish between smooth, round nuclei (healthy/interphase) and irregular or lobulated nuclei (apoptotic/mitotic catastrophe)."
nucleus_cytoplasm_ratio_mean,code,morphology,code/nucleus_cytoplasm_ratio_mean/extract.py,Calculates the average ratio of nuclear area to cytoplasmic area (Cell Area - Nuclear Area) for each cell. A high N/C ratio is often a marker of malignancy or specific developmental states.
actin_intensity_mean,code,intensity,code/actin_intensity_mean/extract.py,"Calculates the average intensity of the Actin channel within the cell. This reflects the abundance of the actin cytoskeleton, relevant for assessing structural integrity and stress fiber formation."
tubulin_haralick_contrast_mean,code,texture,code/tubulin_haralick_contrast_mean/extract.py,"Computes the mean Haralick Contrast of the Tubulin channel within cells. High contrast corresponds to sharp, distinct fibers (bundling), while low contrast indicates diffuse or depolymerized tubulin."
actin_haralick_correlation_mean,code,texture,code/actin_haralick_correlation_mean/extract.py,"Computes the mean Haralick Correlation of the Actin channel within cells. Measures the linear dependency of gray levels, reflecting the organized, repetitive nature of stress fibers versus disordered actin."
dapi_tubulin_pearson_correlation,code,spatial,code/dapi_tubulin_pearson_correlation/extract.py,"Calculates the Pearson correlation coefficient between pixel intensities of DAPI and Tubulin channels within the cell. Changes in this correlation can indicate gross morphological reorganization, such as the breakdown of the nuclear envelop"
nucleus_displacement_mean,code,spatial,code/nucleus_displacement_mean/extract.py,Measures the mean Euclidean distance between the centroid of the nucleus and the centroid of the whole cell. This quantifies cell polarity and symmetry breaking.
cell_solidity_mean,code,morphology,code/cell_solidity_mean/extract.py,"Computes the mean solidity (area / convex hull area) of cells. Low solidity indicates a rough, irregular boundary with many protrusions (filopodia/lamellipodia) or blebs, while high solidity indicates a smooth, convex shape."
tubulin_radial_distribution_gradient,code,spatial,code/tubulin_radial_distribution_gradient/extract.py,"Measures the gradient of tubulin intensity radiating from the nuclear centroid to the cell periphery. This feature is designed to quantitatively detect the 'monoastral' phenotype (Monastrol effect), where microtubules radiate from a single "
tubulin_texture_contrast_glcm,code,texture,code/tubulin_texture_contrast_glcm/extract.py,"Computes the GLCM contrast of the Tubulin channel. High contrast indicates sharp intensity transitions, typical of distinct fibers or bundles, while low contrast suggests a diffuse or depolymerized network."
nuclear_fragmentation_index,code,distribution,code/nuclear_fragmentation_index/extract.py,"Counts the number of distinct DAPI objects within a defined radius of a cell centroid, normalized by cell area. A high index suggests nuclear fragmentation (karyorrhexis) or micronuclei formation."
tubulin_spatial_entropy,code,distribution,code/tubulin_spatial_entropy/extract.py,"Calculates the entropy of the spatial distribution of tubulin intensity. High entropy implies a diffuse, disordered distribution (depolymerization), while low entropy implies organized structures (spindles or bundles)."
nuclear_intensity_cv_mean,code,texture,code/nuclear_intensity_cv_mean/extract.py,"Computes the mean Coefficient of Variation (CV) of pixel intensities within each segmented nucleus in the DAPI channel. This measures chromatin texture and condensation heterogeneity, which are key indicators of DNA damage or apoptotic onse"
cell_form_factor_mean,code,morphology,code/cell_form_factor_mean/extract.py,"Measures the mean form factor (4 * pi * Area / Perimeter^2) of segmented cells. Values close to 1 indicate perfect circles (rounding), while lower values indicate complex, elongated shapes."
tubulin_texture_energy_mean,code,texture,code/tubulin_texture_energy_mean/extract.py,"Calculates the mean Haralick Energy (angular second moment) of the Tubulin channel within segmented cells. High energy indicates textural uniformity, while low energy suggests complex, heterogeneous patterns like microtubule bundling or dis"
actin_cortical_ratio_mean,code,distribution,code/actin_cortical_ratio_mean/extract.py,Calculates the ratio of Actin intensity at the cell periphery (cortex) versus the cell center. This feature helps distinguish cells with strong cortical rings (often rounded) from those with pervasive stress fibers (spread out).
dapi_tubulin_correlation_global,code,spatial,code/dapi_tubulin_correlation_global/extract.py,Computes the Pearson correlation coefficient between pixel intensities of the DAPI and Tubulin channels. High correlation may indicate mitotic cells where tubulin (spindle) and DNA are spatially co-localized.
tubulin_skeleton_density_global,code,morphology,code/tubulin_skeleton_density_global/extract.py,"Measures the total length of the skeletonized Tubulin network normalized by the total foreground area. This quantifies the complexity and density of the microtubule network, relevant for detecting network disruption or stabilization."
actin_orientation_coherency_global,code,texture,code/actin_orientation_coherency_global/extract.py,"Measures the global coherency of Actin fiber orientation using structure tensor analysis. High coherency indicates aligned stress fibers, while low coherency suggests a disorganized actin meshwork."
tubulin_gradient_magnitude_mean,code,texture,code/tubulin_gradient_magnitude_mean/extract.py,"Calculates the mean magnitude of the image gradient in the Tubulin channel within segmented cells. This quantifies the 'sharpness' of microtubule fibers; stabilized bundles have high gradients, while diffuse tubulin has low gradients."
tubulin_haralick_entropy_mean,code,texture,code/tubulin_haralick_entropy_mean/extract.py,"Computes the entropy of the texture in the Tubulin channel. High entropy suggests a complex, disordered cytoskeletal network, while low entropy may indicate loss of structure or diffuse staining."
actin_intensity_mean_global,code,intensity,code/actin_intensity_mean_global/extract.py,Calculates the mean pixel intensity of the Actin (red) channel across the entire image. This serves as a proxy for total cytoskeletal protein abundance or cell spreading/confluence.
dapi_texture_entropy_mean,code,texture,code/dapi_texture_entropy_mean/extract.py,"Computes the entropy of the pixel intensity distribution within segmented nuclei in the DAPI channel. High entropy correlates with heterogeneous chromatin texture, which can indicate DNA damage ($γ$H2AX-associated changes) or chromatin cond"
nuclear_form_factor_mean,code,morphology,code/nuclear_form_factor_mean/extract.py,"Computes the mean form factor (4 * pi * Area / Perimeter^2) of nuclei. Values close to 1 indicate perfect circles, while lower values indicate irregular shapes, capturing phenotypes like nuclear blebbing or fragmentation described in the RA"
dapi_intensity_mad,code,texture,code/dapi_intensity_mad/extract.py,"Calculates the Median Absolute Deviation (MAD) of pixel intensities within the DAPI channel across the entire image. This serves as a robust measure of texture heterogeneity in chromatin structure, potentially reflecting condensation or DNA"
tubulin_fiber_alignment_strength,code,texture,code/tubulin_fiber_alignment_strength/extract.py,"Measures the anisotropy or alignment strength of the tubulin channel using structure tensor analysis. High values indicate parallel bundling of microtubules (a Taxane phenotype), while low values indicate a disordered meshwork."
tubulin_skeleton_network_length_mean,code,morphology,code/tubulin_skeleton_network_length_mean/extract.py,"Applies skeletonization to the tubulin channel of segmented cells and calculates the mean total length of the skeleton per cell. This quantifies the complexity and intactness of the microtubule network, which is disrupted by Vinca alkaloids"
actin_cell_extent_mean,code,morphology,code/actin_cell_extent_mean/extract.py,"Calculates the mean 'extent' (ratio of object area to bounding box area) of segmented cells in the Actin channel. This helps distinguish between spread-out, irregular mesenchymal-like shapes and compact, rounded cells."
actin_radial_intensity_gradient,code,distribution,code/actin_radial_intensity_gradient/extract.py,Measures the gradient of actin intensity from the cell center to the periphery. This distinguishes cells with strong cortical actin rings (peripheral) from those with diffuse or stress-fiber dominant (central) actin distributions.
tubulin_actin_correlation,code,spatial,code/tubulin_actin_correlation/extract.py,"Calculates the Pearson correlation coefficient between the Tubulin and Actin channel intensities within segmented cell boundaries. This measures the spatial covariance of the cytoskeleton, which may be disrupted by drugs targeting specific "
tubulin_intensity_cv,code,intensity,code/tubulin_intensity_cv/extract.py,"Calculates the coefficient of variation (std/mean) of pixel intensities in the Tubulin (green) channel within the cell body. This measures the heterogeneity of the microtubule network, distinguishing between diffuse tubulin (depolymerized) "
dapi_haralick_contrast,code,texture,code/dapi_haralick_contrast/extract.py,"Calculates the Haralick Contrast texture feature for the DAPI channel within segmented nuclei. This quantifies the local intensity variations, capturing subtle changes in chromatin structure that may not be reflected in simple intensity sta"
tubulin_perinuclear_ratio,code,spatial,code/tubulin_perinuclear_ratio/extract.py,"Calculates the ratio of Tubulin intensity in a ring immediately surrounding the nucleus versus the rest of the cell. This captures the collapse of the microtubule network around the nucleus, a phenotype seen with certain destabilizing drugs"
cell_area_mean_actin,code,morphology,code/cell_area_mean_actin/extract.py,"Calculates the mean area of cells segmented based on the Actin cytoskeleton. This captures cell spreading, which can be reduced in rounded mitotic cells or increased in senescent cells."
actin_cell_eccentricity,code,morphology,code/actin_cell_eccentricity/extract.py,"Measures the mean eccentricity of cells defined by the Actin channel. This distinguishes between elongated, fibroblast-like morphologies and rounded cells (e.g., in mitotic arrest or non-adherent states)."
actin_texture_entropy,code,texture,code/actin_texture_entropy/extract.py,"Calculates the entropy of the texture in the Actin channel. High entropy indicates a disordered cytoskeleton, while low entropy suggests uniform or highly organized structures."
nucleus_to_cytoplasm_area_ratio,code,morphology,code/nucleus_to_cytoplasm_area_ratio/extract.py,"Calculates the average ratio of nuclear area (DAPI) to total cell area (Actin) for segmented cells. This N/C ratio is a fundamental cellular metric that changes during differentiation, cancer progression, and drug response."
tubulin_actin_pearson_correlation,code,spatial,code/tubulin_actin_pearson_correlation/extract.py,"Calculates the correlation between cytoskeletal channels (Tubulin/Green and Actin/Red). Changes in this correlation reflect gross cytoskeletal reorganization, such as cell rounding where both signals colocalize at the periphery."
nuclear_displacement_index,code,spatial,code/nuclear_displacement_index/extract.py,"Measures the distance between the centroid of the nucleus and the centroid of the cell body (Actin). A high displacement indicates cell polarity or asymmetric morphology, while zero indicates a centered nucleus."
global_cell_confluence,code,distribution,code/global_cell_confluence/extract.py,Calculates the fraction of the total image area covered by cells (based on a combined mask of Actin and Tubulin). This serves as a proxy for cell density and proliferation/death rates.
nucleus_haralick_contrast_mean,code,texture,code/nucleus_haralick_contrast_mean/extract.py,"Computes the mean Haralick contrast of the DAPI texture within segmented nuclei. This quantifies chromatin condensation patterns, distinguishing between smooth interphase nuclei and textured mitotic or apoptotic nuclei."
tubulin_fiber_alignment_index_mean,code,texture,code/tubulin_fiber_alignment_index_mean/extract.py,"Measures the anisotropy or directional coherence of tubulin structures within each cell. High values indicate bundled or parallel microtubules (e.g., Taxol effect), while low values indicate a meshwork."
tubulin_intensity_cv_global,code,intensity,code/tubulin_intensity_cv_global/extract.py,"Calculates the coefficient of variation (std/mean) of pixel intensities in the Tubulin channel across the entire image. This measures the heterogeneity of the microtubule network; stabilized bundles (Taxanes) create high contrast/variance, "
actin_intensity_skewness_global,code,intensity,code/actin_intensity_skewness_global/extract.py,"Computes the skewness of the pixel intensity histogram for the Actin channel. High skewness suggests a background-dominated image with sparse bright structures (e.g., stress fibers), while low skewness suggests uniform coverage."
tubulin_cell_entropy_mean,code,texture,code/tubulin_cell_entropy_mean/extract.py,Computes the mean entropy of the texture in the Tubulin (green) channel across the cell body. This quantifies the disorder of the microtubule network; stabilizers like Taxol might create rigid bundles (lower entropy locally) while destabili
actin_radial_distribution_cv_mean,code,distribution,code/actin_radial_distribution_cv_mean/extract.py,"Measures the variation of Actin intensity as a function of distance from the cell center (nucleus). This captures the spatial organization of the cytoskeleton (e.g., cortical ring vs. diffuse)."
nucleus_boundary_roughness_mean,code,morphology,code/nucleus_boundary_roughness_mean/extract.py,"Quantifies the irregularity of the nuclear boundary (e.g., perimeter squared divided by area, or curvature variations). This can detect nuclear blebbing or the 'nuclear cap' deformation mentioned in the RAG, distinguishing smooth normal nuc"
cytoplasm_actin_texture_correlation_mean,code,texture,code/cytoplasm_actin_texture_correlation_mean/extract.py,"Measures the Haralick correlation of Actin texture within the cytoplasm (excluding the nucleus). This assesses the linear dependency of gray levels, reflecting the structure of actin stress fibers."
tubulin_mean_intensity_cytoplasm,code,intensity,code/tubulin_mean_intensity_cytoplasm/extract.py,"Calculates the average intensity of the Tubulin (green) signal within the cytoplasmic region (cell mask minus nuclear mask). This quantifies the abundance of the microtubule network, which can be affected by tubulin-stabilizing or destabili"
actin_mean_intensity_cytoplasm,code,intensity,code/actin_mean_intensity_cytoplasm/extract.py,Calculates the average intensity of the Actin (red) signal within the cytoplasm. Changes in actin abundance or polymerization status are key indicators of cytoskeletal remodeling or cell motility inhibition.
actin_texture_correlation_mean,code,texture,code/actin_texture_correlation_mean/extract.py,"Computes the mean Haralick Correlation of the Actin (red) channel within cell boundaries. This measures the linear dependency of gray levels, capturing the structural alignment and organization of actin stress fibers."
dapi_tubulin_correlation_cell_mean,code,spatial,code/dapi_tubulin_correlation_cell_mean/extract.py,Calculates the Pearson correlation coefficient between DAPI (blue) and Tubulin (green) pixel intensities within each cell. High correlation may indicate mitotic stages where tubulin (spindle) and DNA (chromosomes) are spatially colocalized.
nuclear_actin_center_distance_mean,code,spatial,code/nuclear_actin_center_distance_mean/extract.py,"Measures the mean Euclidean distance between the centroid of the nucleus and the centroid of the total cell (actin/tubulin). This quantifies cell polarity, as migratory cells often have the nucleus displaced towards the rear."
tubulin_skeleton_branch_density,code,morphology,code/tubulin_skeleton_branch_density/extract.py,Skeletonizes the Tubulin structure and counts the number of branch points normalized by cell area. This quantifies the complexity and connectivity of the microtubule network.
tubulin_texture_correlation_mean,code,texture,code/tubulin_texture_correlation_mean/extract.py,"Computes the Haralick correlation of the Tubulin channel within segmented cells. This measures the linear dependency of gray levels, serving as a proxy for the alignment and organization of microtubule fibers."
micronucleus_density,code,morphology,code/micronucleus_density/extract.py,"Counts the number of small, detached DAPI-positive objects (micronuclei) relative to the total image area or cell count. Micronuclei are a hallmark of genomic instability and DNA damage."
actin_intensity_cv_mean,code,intensity,code/actin_intensity_cv_mean/extract.py,Calculates the Coefficient of Variation (std/mean) of actin intensity within each cell. This captures the patchiness or concentration of actin into stress fibers versus a diffuse cortical distribution.
dapi_boundary_intensity_gradient,code,intensity,code/dapi_boundary_intensity_gradient/extract.py,"Measures the mean gradient magnitude of the DAPI signal at the nuclear boundary. Sharp gradients indicate a well-defined nuclear envelope, while diffuse gradients may suggest nuclear envelope breakdown (prometaphase)."
cell_perimeter_mean,code,morphology,code/cell_perimeter_mean/extract.py,Calculates the mean perimeter length of segmented cells. An increase in perimeter relative to area (fractal dimension) can indicate membrane ruffling or complex morphology associated with motility.
cell_shape_form_factor_mean,code,morphology,code/cell_shape_form_factor_mean/extract.py,"Computes the mean form factor (4 * pi * Area / Perimeter^2) of segmented cells. Values close to 1 indicate a perfect circle (e.g., rounded mitotic cells), while lower values indicate elongation or complex shapes (e.g., mesenchymal phenotype"
actin_intensity_max_mean,code,intensity,code/actin_intensity_max_mean/extract.py,Calculates the mean of the maximum pixel intensity in the Actin channel for each cell. High peak intensities often correspond to the presence of dense stress fibers or focal adhesions.
actin_radial_distribution_ratio,code,spatial,code/actin_radial_distribution_ratio/extract.py,"Measures the ratio of Actin intensity in the outer 20% of the cell radius versus the inner 50%. This quantifies cortical actin enrichment versus diffuse cytoplasmic actin, relevant for cell adhesion and motility phenotypes."
nuclear_shape_roundness_mean,code,morphology,code/nuclear_shape_roundness_mean/extract.py,"Computes the mean roundness (4 * pi * area / perimeter^2) of nuclei. This scalar feature helps distinguish between healthy, round nuclei and the irregular, lobulated, or fragmented nuclei often seen in apoptosis or drug toxicity."
actin_total_intensity_mean,code,intensity,code/actin_total_intensity_mean/extract.py,"Measures the average total integrated intensity of the Actin channel per cell. Changes in actin polymerization levels are indicative of cytoskeletal remodeling, stress fiber formation, or cell death processes."
tubulin_spatial_distribution_kurtosis,code,distribution,code/tubulin_spatial_distribution_kurtosis/extract.py,Calculates the kurtosis of the pixel intensity distribution in the Tubulin channel for the whole image. High kurtosis can indicate the presence of bright bundles against a dark background (bundling phenotype).
dapi_contrast_mean,code,texture,code/dapi_contrast_mean/extract.py,"Computes the mean Haralick contrast of the DAPI channel within nuclei. High contrast corresponds to sharp transitions in intensity, typical of condensed heterochromatin or apoptotic bodies."
tubulin_fiber_length_mean,code,morphology,code/tubulin_fiber_length_mean/extract.py,"Estimates the mean length of microtubule filaments after skeletonization of the Tubulin channel. Shortened fibers may indicate destabilization (e.g., Vinca alkaloids), while long, bundled fibers suggest stabilization (e.g., Taxanes)."
tubulin_intensity_radial_cv_mean,code,spatial,code/tubulin_intensity_radial_cv_mean/extract.py,"Calculates the coefficient of variation of tubulin intensity measured in concentric rings from the nucleus center to the cell boundary. This captures the spatial distribution of microtubules, distinguishing between diffuse cytoplasmic stain"
actin_intensity_kurtosis_mean,code,texture,code/actin_intensity_kurtosis_mean/extract.py,"Calculates the kurtosis of the Actin intensity distribution within cells. High kurtosis indicates the presence of distinct high-intensity structures (like stress fibers) against a background, versus a diffuse actin distribution."
actin_tubulin_overlap_fraction,code,spatial,code/actin_tubulin_overlap_fraction/extract.py,Calculates the fraction of the cell area where both Actin and Tubulin signal intensities are above a threshold (colocalization). This reflects the structural integrity and coordination of the cytoskeleton.
tubulin_fiber_texture_energy,code,texture,code/tubulin_fiber_texture_energy/extract.py,"Computes the texture energy (e.g., from GLCM or laws texture energy measures) of the Tubulin channel globally. This quantifies the 'roughness' or prominence of microtubule fibers, distinguishing between diffuse tubulin (depolymerized) and s"
nuclear_shape_eccentricity_mean,code,morphology,code/nuclear_shape_eccentricity_mean/extract.py,"Measures the mean eccentricity of nuclei, indicating how elongated they are. This helps distinguish between normal interphase nuclei (oval), mitotic nuclei (often rounder or irregular depending on phase), and distorted nuclei due to mechani"
micronucleus_object_ratio,code,morphology,code/micronucleus_object_ratio/extract.py,"Calculates the ratio of small, detached DAPI objects (micronuclei) to normal-sized nuclei. Micronuclei are a hallmark of genomic instability and mitotic slippage, which are specific outcomes of drugs like Vincristine or Methotrexate mention"
cell_spread_area_mean,code,morphology,code/cell_spread_area_mean/extract.py,"Measures the mean total area of the cell (cytoplasm + nucleus) using Actin or Tubulin channels. Significantly enlarged spread areas are a primary morphological signature of senescence, a phenotype noted in the RAG for certain drug treatment"
cell_shape_solidity_mean,code,morphology,code/cell_shape_solidity_mean/extract.py,"Calculates the mean solidity (area / convex hull area) of cells. Low solidity indicates irregular, ruffled, or blebbing edges, which can be a sign of membrane instability, motility (invadopodia), or apoptotic blebbing."
actin_skeleton_branch_density,code,morphology,code/actin_skeleton_branch_density/extract.py,"Skeletonizes the Actin channel and measures the density of branch points. This quantifies the complexity of the actin network, distinguishing between dense meshworks and simplified or collapsed cytoskeletons."
nucleus_cytoplasm_tubulin_ratio,code,distribution,code/nucleus_cytoplasm_tubulin_ratio/extract.py,"Ratio of mean Tubulin intensity in the nuclear region vs the cytoplasmic region. While Tubulin is cytoplasmic, signal bleed or specific transport defects might alter this ratio, or nuclear envelope breakdown in mitosis would equalize it."
tubulin_fiber_anisotropy_mean,code,texture,code/tubulin_fiber_anisotropy_mean/extract.py,"Analyzes the Tubulin (green) channel to measure the directional consistency (anisotropy) of microtubule fibers. High anisotropy indicates aligned bundles (stabilization), while low anisotropy suggests a disorganized meshwork (destabilizatio"
cellular_foreground_fraction,code,distribution,code/cellular_foreground_fraction/extract.py,Calculates the fraction of the total image area occupied by cellular material (foreground). This serves as a proxy for cell confluence and can indicate cytotoxicity (cell loss) or cytostatic effects (growth inhibition).
actin_fiber_texture_contrast,code,texture,code/actin_fiber_texture_contrast/extract.py,"Computes the Haralick Contrast of the Actin channel within segmented cells. High contrast indicates distinct stress fibers, while low contrast suggests a diffuse or depolymerized actin cortex."
tubulin_spatial_moment_variance,code,spatial,code/tubulin_spatial_moment_variance/extract.py,Calculates the variance of the spatial distribution of tubulin intensity relative to the cell centroid (Second Moment). This describes how spread out or concentrated the microtubule network is.
nearest_neighbor_distance_cv,code,distribution,code/nearest_neighbor_distance_cv/extract.py,"Computes the coefficient of variation (CV) of the distance to the nearest neighbor for all nuclei. High CV implies clustering (heterogeneity), while low CV implies a regular grid-like or uniform distribution."
actin_area_coverage_ratio,code,morphology,code/actin_area_coverage_ratio/extract.py,"Calculates the ratio of pixels exceeding a threshold in the Actin channel to the total image area. This measures cell confluence and spreading, which are affected by cytoskeletal drugs."
tubulin_texture_contrast_global,code,texture,code/tubulin_texture_contrast_global/extract.py,"Calculates the GLCM Contrast of the Tubulin channel for the whole image. High contrast indicates distinct, sharp structures (like bundles), while low contrast suggests diffuse or depolymerized tubulin, distinguishing between different cytos"
actin_fiber_texture_energy,code,texture,code/actin_fiber_texture_energy/extract.py,"Computes the GLCM (Gray-Level Co-occurrence Matrix) Energy feature for the Actin channel. This measures the uniformity and prominence of repetitive structures, helping to distinguish strong stress fibers from diffuse cortical actin."
nuclear_area_cv,code,distribution,code/nuclear_area_cv/extract.py,"Calculates the coefficient of variation (std dev / mean) of the areas of segmented nuclei. This scalar captures the heterogeneity of nuclear sizes in the population, which is relevant for detecting mixed populations of normal, micronucleate"
actin_cortical_enrichment_ratio,code,spatial,code/actin_cortical_enrichment_ratio/extract.py,"Computes the ratio of mean Actin intensity at the cell boundary (cortical) versus the cell center. This feature detects the redistribution of actin to the cell periphery, a phenotype often seen in rounded mitotic cells or specific cytoskele"
dapi_boundary_roughness,code,morphology,code/dapi_boundary_roughness/extract.py,Calculates the mean roughness (ratio of perimeter to convex hull perimeter) of nuclear boundaries. Increased roughness can indicate nuclear blebbing or fragmentation associated with apoptosis.
tubulin_skeleton_density,code,texture,code/tubulin_skeleton_density/extract.py,Applies a skeletonization algorithm to the thresholded Tubulin channel (Channel 1) and calculates the density of skeleton pixels. This proxies the abundance of polymerized microtubule fibers versus diffuse background signal.
dapi_intensity_skewness,code,intensity,code/dapi_intensity_skewness/extract.py,"Calculates the skewness of the pixel intensity histogram for the DAPI channel (Channel 0). A shift towards higher skewness indicates a subset of very bright pixels, characteristic of chromatin condensation or formation of bright foci."
perinuclear_tubulin_intensity,code,spatial,code/perinuclear_tubulin_intensity/extract.py,Measures the mean intensity of Tubulin (Channel 1) in a ring-shaped region immediately surrounding each segmented nucleus. This specifically targets phenotypes like the 'nuclear cap' or perinuclear accumulation of organelles/tubulin.
actin_texture_contrast,code,texture,code/actin_texture_contrast/extract.py,"Computes the Haralick Contrast feature on the Actin channel (Channel 2). This measures the local intensity variation, helping to distinguish between cells with distinct stress fibers (high contrast) and those with diffuse cortical actin (lo"
n_c_ratio_mean,code,morphology,code/n_c_ratio_mean/extract.py,Computes the average Nucleus-to-Cytoplasm area ratio. This is a critical cellular metric that changes during cell cycle progression and in response to drugs affecting cell growth vs. division.
dapi_glcm_contrast_mean,code,texture,code/dapi_glcm_contrast_mean/extract.py,"Calculates the mean contrast from the Gray Level Co-occurrence Matrix (GLCM) of the nuclear region. This texture feature quantifies local variations in DNA density, effectively capturing the 'graininess' of chromatin which changes under dru"
tubulin_intensity_kurtosis_mean,code,intensity,code/tubulin_intensity_kurtosis_mean/extract.py,"Calculates the kurtosis of the pixel intensity distribution within the tubulin channel for each cell. High kurtosis indicates a distribution with heavy tails or peaks, suggesting the presence of bright, distinct structures (like bundles or "
tubulin_fiber_alignment_coherence_mean,code,texture,code/tubulin_fiber_alignment_coherence_mean/extract.py,"Uses structure tensor analysis to measure the local coherence of tubulin fibers. High coherence indicates parallel bundling of microtubules (e.g., taxane stabilization), while low coherence suggests a disordered or depolymerized network."
channel_correlation_dapi_tubulin,code,spatial,code/channel_correlation_dapi_tubulin/extract.py,Calculates the Pearson correlation coefficient between DAPI and Tubulin pixel intensities within each cell. This helps identify mitotic cells where chromatin and spindle microtubules are spatially associated.
actin_radial_intensity_gradient_mean,code,distribution,code/actin_radial_intensity_gradient_mean/extract.py,"Measures the gradient of actin intensity from the cell center (nucleus) to the periphery. This quantifies the distribution of actin, distinguishing between cells with strong cortical actin rings and those with diffuse cytoplasmic actin or s"
dapi_area_coefficient_of_variation,code,distribution,code/dapi_area_coefficient_of_variation/extract.py,"Calculates the coefficient of variation (std/mean) of nuclear areas across the entire image. A high value indicates high heterogeneity in nuclear size, suggesting a population with mixed cell cycle stages, micronuclei, or apoptotic fragment"
tubulin_center_of_mass_displacement_mean,code,spatial,code/tubulin_center_of_mass_displacement_mean/extract.py,Measures the distance between the geometric center of the nucleus and the intensity-weighted center of mass of the tubulin network. Large displacements indicate cell polarity or asymmetric microtubule organization typical of migrating or po
dapi_nearest_neighbor_distance_mean,code,spatial,code/dapi_nearest_neighbor_distance_mean/extract.py,"Computes the average distance from each nucleus to its nearest neighbor. This spatial feature quantifies cell clustering or confluence, which can be affected by contact inhibition or drugs causing cell detachment."
actin_texture_lacunarity_mean,code,texture,code/actin_texture_lacunarity_mean/extract.py,"Calculates the lacunarity of the actin channel, a fractal dimension measure that quantifies the 'gappiness' or heterogeneity of the cytoskeletal meshwork. This helps characterize the complexity of the actin organization."
actin_intensity_std_global,code,intensity,code/actin_intensity_std_global/extract.py,"Computes the standard deviation of pixel intensities in the Actin channel globally. High standard deviation suggests a heterogeneous cytoskeleton with distinct stress fibers, while low values suggest diffuse staining."
dapi_intensity_cv,code,intensity,code/dapi_intensity_cv/extract.py,"Computes the coefficient of variation (std/mean) of pixel intensities within each nucleus. High variation often correlates with chromatin condensation or the formation of nuclear foci (e.g., gamma-H2AX)."
dapi_actin_distance_mean,code,spatial,code/dapi_actin_distance_mean/extract.py,Measures the Euclidean distance between the centroid of the nucleus and the centroid of the cell (Actin). Large offsets indicate cell polarity or asymmetric spreading.
dapi_granularity_mean,code,texture,code/dapi_granularity_mean/extract.py,Measures the granularity of the nuclear channel using morphological opening operations with increasing structuring element sizes. Specifically targets the detection of nuclear foci or chromatin condensation.
cell_elongation_mean,code,morphology,code/cell_elongation_mean/extract.py,"Measures the mean eccentricity or major/minor axis ratio of segmented cells. Elongated cells may indicate a senescent phenotype or motile state, while round cells suggest mitotic arrest or detachment."
actin_intensity_std,code,texture,code/actin_intensity_std/extract.py,"Calculates the standard deviation of intensity in the Actin channel within cells. High standard deviation may indicate the presence of distinct structures like stress fibers, while low std suggests diffuse actin."
tubulin_haralick_correlation_mean,code,texture,code/tubulin_haralick_correlation_mean/extract.py,"Computes the Haralick Correlation for the Tubulin channel. This measures the linear dependency of gray levels, which can capture the directional structure of microtubule networks."
cell_orientation_std,code,spatial,code/cell_orientation_std/extract.py,"Calculates the standard deviation of the orientation angles of cells in an image. Low variance indicates alignment (e.g., in flow or specific tissue-like structures), while high variance indicates random orientation."
cytoplasm_intensity_entropy_actin,code,texture,code/cytoplasm_intensity_entropy_actin/extract.py,Computes the Shannon entropy of pixel intensities in the Actin channel within the cytoplasm (excluding the nucleus). This captures the complexity and disorder of the cytoskeletal network.
tubulin_actin_intensity_ratio_mean,code,intensity,code/tubulin_actin_intensity_ratio_mean/extract.py,"Calculates the ratio of total Tubulin intensity to total Actin intensity per cell. This captures the balance between the microtubule and actin cytoskeletons, which can be disrupted by specific inhibitors."
tubulin_fiber_alignment_anisotropy,code,texture,code/tubulin_fiber_alignment_anisotropy/extract.py,"Measures the anisotropy of texture in the Tubulin channel, indicating how strongly the microtubules are aligned in a specific direction. This is relevant for detecting microtubule bundling (taxanes) or disruption (vinca alkaloids)."
cell_nucleus_elongation,code,morphology,code/cell_nucleus_elongation/extract.py,Measures the mean eccentricity of nuclei. Elongated nuclei can be a sign of specific stress responses or mechanical deformation.
tubulin_intensity_cv_mean,code,texture,code/tubulin_intensity_cv_mean/extract.py,"Calculates the mean Coefficient of Variation (std_dev / mean) of Tubulin intensity per cell. High CV indicates heterogeneous distribution (e.g., bundles vs diffuse), capturing cytoskeletal organization."
nuclear_fragmentation_count,code,morphology,code/nuclear_fragmentation_count/extract.py,"Counts the number of small, detached nuclear bodies (micronuclei) in the image. An increase in this count is a direct indicator of genomic instability or mitotic slippage (e.g., Vinca alkaloids)."
tubulin_fiber_skeleton_length_mean,code,morphology,code/tubulin_fiber_skeleton_length_mean/extract.py,"Applies skeletonization to the Tubulin channel within each cell and calculates the mean total length of the skeleton per cell. This quantifies the extent of the microtubule network, distinguishing between polymerized networks and depolymeri"
